Publication_date,Source,Scraped_category,Title,Summary,Article_Url
2024-08-21,BBC,news,Ousted MP cricketer plays for Bangladesh despite outrage,"Shakib, considered one of his country's greatest sportsmen, was cleared to play against Pakistan.",https://www.bbc.com/news/articles/cx2n388n7pno
2024-08-21,BBC,clip news,Watch: Thai MP to be investigated for slapping reporter,Former deputy PM Prawit Wongsuwon hit the female reporter on the head while surrounded by media.,https://www.bbc.com/news/videos/cm2nvzn6yn6o
2024-08-21,BBC,news,'She wanted to live a good life': Parents of Indian doctor raped and murdered on night shift,"Parents of the doctor, who was raped and murdered, talk about their caring and affectionate daughter.",https://www.bbc.com/news/articles/c5yl0799k1wo
2024-08-21,BBC,news,Fury as suspected China spy flees the Philippines,"Former mayor Alice Guo left the country undetected last month, invoking the fury of President Ferdinand Marcos Jr.",https://www.bbc.com/news/articles/ckgjy8yxxwlo
2024-08-20,BBC,news,Everest's Sherpas fear their homes could wash away,Climate change is melting glaciers at unprecedented rates - and putting thousands in Nepal at risk.,https://www.bbc.com/news/articles/c785nwq568zo
2024-08-20,BBC,news,Pakistan parliament fights rats big enough to scare cats,Officials at the National Assembly tell the BBC the rats have been terrifying new starters.,https://www.bbc.com/news/articles/crlr0gyk288o
2024-08-20,BBC,news,Protest at Indian railway station over alleged abuse of girls,Hundreds gathered to protest against the alleged sexual assault of two children in Maharashtra .,https://www.bbc.com/news/articles/crrlqv8rll1o
2024-09-11,BBC,news,Dozens arrested after clashes at Melbourne anti-war protest,"Police said officers were targeted by demonstrators throwing rocks, manure and bottles containing acid.",https://www.bbc.com/news/articles/cly35g91712o
2024-09-11,BBC,news,Driver jailed over deadly Australian wedding bus crash,"Brett Button has been sentenced to 32 years in prison over the tragedy, which shocked Australia.",https://www.bbc.com/news/articles/clygey9xyvmo
2024-09-11,BBC,news,Technicality gives Raygun world number one ranking,The Australian breakdancer is on top of the latest rankings despite her polarizing Olympic routine.,https://www.bbc.com/news/articles/cn47e3pgr01o
2024-09-09,BBC,news,International hunt for man who threw hot coffee on baby,The man is accused of leaving the baby with severe burns requiring multiple surgeries.,https://www.bbc.com/news/articles/ce8drzm09j0o
2024-09-05,BBC,news,Why protecting Australia's surf beaches is good for the economy,Surfing is estimated to be worth billions of dollars to the country's economy.,https://www.bbc.com/news/articles/c79w8g21098o
2024-09-04,BBC,news,Raygun apologises to Australian breakdancing community,Rachael Gunn says sorry after her zero score at the Olympics prompted ridicule and made global headlines.,https://www.bbc.com/news/articles/ckg54k40857o
2024-09-04,BBC,news,Australian actor Simon Baker admits drink driving,"Baker, known for his roles in The Mentalist and The Devil Wears Prada, was caught on a road near his home.",https://www.bbc.com/news/articles/credlv5qqevo
2024-09-02,BBC,news,Ex-childcare worker guilty of abusing dozens of girls,Ashley Paul Griffith confessed to 307 offences at childcare centres in Australia and Italy between 2003 and 2022.,https://www.bbc.com/news/articles/c9v83rk38m8o
2024-09-02,BBC,news,Handler attacked by tiger at Australian theme park,"The tiger handler, who was working at Dreamworld when the attack occured, is in a stable condition.",https://www.bbc.com/news/articles/czxl2ne2l5yo
2024-08-31,BBC,news,What the outdoor smoking ban in Australia could tell us about UK's future,"In Australia, smoking outdoors in pubs is heavily regulated - could the UK follow suit?",https://www.bbc.com/news/articles/cqxjd1lr5lro
2024-08-30,BBC,news,Aboriginal teen dies by suicide in Perth youth prison,It is the second death of an Aboriginal boy in Western Australia in under a year.,https://www.bbc.com/news/articles/c1jlk8e1ekxo
2024-08-28,BBC,news,Man posing as YouTube star jailed for global sextortion,Muhammad Zain Ul Abideen Rasheed blackmailed 286 people - majority of them children - from 20 countries.,https://www.bbc.com/news/articles/cp35z4z08qvo
2024-08-27,BBC,clip news,People trapped in mid-air after ride malfunctions in Australia,"The ride was stopped due to a ""sensor communication fault"", according to a theme park official.",https://www.bbc.com/news/videos/c5yp2pvyrj8o
2024-08-27,BBC,news,Australia introduces cap on international students,"The policy has angered Australia's tertiary education sector, which is one of the world's biggest.",https://www.bbc.com/news/articles/cd734wed3y9o
2024-08-26,BBC,news,Australians are the world's biggest gamblers - could banning ads help?,"Advocates are calling for a total ban on betting ads to avoid ""grooming"" children to gamble.",https://www.bbc.com/news/articles/cx2yg3k82y0o
2024-08-23,BBC,news,"This Australian election is about cost of living, crime - and pet crocs",The Northern Territory is one of the last places in the country crocodiles can be kept as pets.,https://www.bbc.com/news/articles/c8rxyz1p830o
2024-08-23,BBC,news,Australian court rules in landmark case that asked 'what is a woman?',Roxanne Tickle has won a landmark case which questioned who can legally claim to be a woman.,https://www.bbc.com/news/articles/c07ev1v7r4po
2024-08-22,BBC,news,One half of world-famous gay penguin couple dies,Sphen and his partner Magic shot to global stardom in 2018 when they fell in love at a Sydney aquarium.,https://www.bbc.com/news/articles/c1w78ylrq8jo
2024-08-21,BBC,news,Cult member jailed for killing two-year-old daughter,Ellen Rachel Craig was sentenced to nine years for beating the toddler to death for failing to do her chores.,https://www.bbc.com/news/articles/cy76yx0xrr2o
2024-08-19,BBC,news,News Corp boss apologises for doing Nazi salute,"Patrick Delaney tried to explain the context of an old photo that showed him ""demonstrating"" the gesture.",https://www.bbc.com/news/articles/cj08mjmq107o
2024-08-17,BBC,news,How Raygun made it to the Olympics and divided breaking world,The Australian hip-hop community has been shaken by the reaction to Raygun's efforts in Paris.,https://www.bbc.com/news/articles/c4gl34v4r98o
2024-08-16,BBC,sport,Tottenham sign Australia's Hunt on three-year deal,Tottenham sign Australia international Clare Hunt from Paris St-Germain on a three-year deal.,https://www.bbc.com/sport/football/articles/clyn5ygmvzxo
2024-08-15,BBC,clip news,Breakdancer Raygun opens up about 'devastating' hate online,"The Australian b-girl said she ""gave her best"" during her performance at the Paris Olympics",https://www.bbc.com/news/videos/cpqj7jzjvr8o
2024-08-15,BBC,news,Party error sees 100 candidates miss Australia election,More than 100 candidates cannot run in New South Wales after the Liberal party misses a nomination deadline.,https://www.bbc.com/news/articles/cly84x8rejjo
2024-08-14,BBC,clip news,Weather presenter speaks out about on-air panic attack,ABC News Breakfast's Nate Byrne speaks with the BBC about how he handled the on-air moment.,https://www.bbc.com/news/videos/ckgwddzeyero
2024-08-13,BBC,news,Public outrage prompts Melbourne e-scooter ban,Hundreds of accidents and injuries have been reported since the scooter trial launched in 2022.,https://www.bbc.com/news/articles/c3w68ywqv2go
2024-08-13,BBC,news,Pilot attended party before crashing stolen chopper,The pilot was killed after crashing the chopper into a hotel in northern Australia Monday morning.,https://www.bbc.com/news/articles/c62r7lpx421o
2024-08-12,BBC,news,Family of mum who died saving baby in Bondi attack speaks,Ashlee Good died while saving her baby from the attack on a crowded Sydney shopping centre in April.,https://www.bbc.com/news/articles/c1l5v8r804mo
2024-08-12,BBC,news,'Unauthorised' chopper crashes into Australian hotel,"The aircraft's lone occupant, the pilot, has died in the incident in Cairns.",https://www.bbc.com/news/articles/crmwny09z7yo
2024-08-12,BBC,news,Olympic breaking judge praises Raygun's 'originality',"The Australian dancer has faced intense online ridicule, after her unique routine divided viewers.",https://www.bbc.com/news/articles/cnvy348n260o
2024-08-09,BBC,news,Adam Britton: The  monster  animal abuser who hid in plain sight,Even those who knew him best had no clue crocodile expert Adam Britton was torturing dozens of dogs to death.,https://www.bbc.com/news/articles/cd109z73ek3o
2024-08-08,BBC,news,Man behind iconic Australian meme dies at 82,"Jack Karlson became an internet sensation as the subject of the ""Succulent Chinese Meal"" viral clip.",https://www.bbc.com/news/articles/c9d1ynqpnxxo
2024-08-08,BBC,news,British croc expert jailed for sexual abuse of dogs,"Adam Britton pleaded guilty to 60 charges, which also included four counts of accessing child abuse material.",https://www.bbc.com/news/articles/c33nv8x64mlo
2024-08-07,BBC,news,"Man charged over theft of Bluey coins worth $400,000",Police say the man stole a trove of limited-edition coins themed on the hit children s tv show.,https://www.bbc.com/news/articles/c5y3848691go
2024-08-06,BBC,news,'Hero' father killed in crocodile attack,"Dr David Hogbin was walking when a path gave way and he fell into water, before being taken by a crocodile.",https://www.bbc.com/news/articles/c3ejjxv3qeqo
2024-08-02,BBC,news,Australian senator sues alleged rape victim for defamation,Linda Reynolds says Brittany Higgins ruined her reputation by falsely accusing her of a political cover up.,https://www.bbc.com/news/articles/cv2g2p2w4xwo
2024-07-31,BBC,news,Australia starts world-first peanut allergy treatment for babies,"Researchers hope the program could transform care in what is often called the ""allergy capital of the world"".",https://www.bbc.com/news/articles/c0xj3xq5l1vo
2024-07-30,BBC,news,The newest victims of Australia's homelessness crisis,Mary is a frail pensioner who is living out of her car after losing her rental property.,https://www.bbc.com/news/articles/cn09g9j143no
2024-07-30,BBC,news,Australia's third largest airline enters administration,"Some Rex Airlines flights have since been cancelled, with a number of its planes grounded",https://www.bbc.com/news/articles/c4ng525geelo
2024-07-29,BBC,news,Olympics commentator axed over sexist remark,Bob Ballard was referencing the Australian women's swimming team who had won gold in a freestyle relay.,https://www.bbc.com/news/articles/cprq880yz0xo
2024-07-29,BBC,news,Mum jailed for forcing daughter into fatal marriage,Sakina Muhammad Jan is the first person in Australia to be jailed over its forced marriage laws.,https://www.bbc.com/news/articles/cx72ll7460vo
2024-07-29,BBC,news,Surfer's leg unable to be reattached after shark attack,"Kai McKenzie's leg was severed and later washed ashore, but he has vowed to return to the water as soon as possible.",https://www.bbc.com/news/articles/ced3q79z8qyo
2024-07-26,BBC,news,Australian hockey star amputates finger to play at Olympics,Matt Dawson broke his finger only two weeks ago but will join the Kookaburras in their medal campaign.,https://www.bbc.com/news/articles/ckmg7ngkgjeo
2024-07-25,BBC,news,Australia finds shipwreck 55 years after deadly disaster,"The MV Noongah sank in stormy seas off New South Wales in 1969, killing 21 men.",https://www.bbc.com/news/articles/cd1eprng96eo
2024-07-24,BBC,news,Australian surfer's leg washes up after shark attack,"Kai  McKenzie, 23, was attacked by a three-metre-long great white shark in Australia on Tuesday.",https://www.bbc.com/news/articles/cprqxqz2deno
2024-07-23,BBC,news,How retired Australian striker earned Olympic comeback,Michelle Heyman's comeback has been called one of the greatest in Australian sporting history.,https://www.bbc.com/news/articles/clmy2yppmmjo
2024-07-18,BBC,news,Thousands of rare bird eggs seized in Australia,"A collection of 3,404 rare eggs have been seized in Granton, Tasmania, after a European operation into the illegal bird trade.",https://www.bbc.com/news/articles/ckdgknxjnyjo
2024-07-17,BBC,news,Dying for sport: Abuse claims rock Australian greyhound racing,A whistleblower vet alleges some dogs are being over-raced and euthanised without cause.,https://www.bbc.com/news/articles/c8vdrzr9mq1o
2024-07-15,BBC,sport,Fraser-McGurk replaces Warner for Australia's UK tour,Australia name Jake Fraser-McGurk to replace the retired David Warner in a new-look squad for this summer's UK white-ball tour.,https://www.bbc.com/sport/cricket/articles/c72v1gdyrqvo
2024-07-11,BBC,news,Australian dad charged with killing his children in fire,He faces three counts of murder and five of attempted murder for allegedly setting his family home ablaze.,https://www.bbc.com/news/articles/cp682l0x1lgo
2024-07-10,BBC,news,Trial told dying girl offered prayer not medicine,Fourteen people have been charged after allegedly denying the diabetic girl insulin due to their beliefs.,https://www.bbc.com/news/articles/c97dq22nj0lo
2024-07-10,BBC,news,Dad tried to kill us : The fire that devastated Australia,Allegations that a father killed three of his children in a blaze have highlighted a crisis of family violence.,https://www.bbc.com/news/articles/cg3egwnq0veo
2024-07-04,BBC,news,Australian Senator resigns after Gaza vote backlash,"Fatima Payman has left the Labor party, after being penalised for supporting a vote on Palestinian statehood.",https://www.bbc.com/news/articles/c978ygrg54yo
2024-07-04,BBC,news,Body found in search for child missing in croc attack,Australian police have located the remains of a 12-year-old last seen swimming in croc-inhabited waters.,https://www.bbc.com/news/articles/c729d8e0r09o
2024-07-03,BBC,news,Australian state orders sperm bank purge over mix-ups,An investigation has found that thousands of sperm samples may have been misidentified by IVF providers.,https://www.bbc.com/news/articles/c4ngl45jz1zo
2024-07-02,BBC,news,Doctors dismissed these women as hysterical. Now they're fighting back,Two thirds of Australian women say they have encountered gender bias or discrimination in healthcare.,https://www.bbc.com/news/articles/cv229ereeejo
2024-06-27,BBC,news,Toadie quits Neighbours after 30 years on screen,The actor joined the soap in 1995 but will now step behind the camera to become a director.,https://www.bbc.com/news/articles/czq6xd4z377o
2024-06-27,BBC,news,Australia recalls mushroom gummies after hospitalisations,"The products have left people across the country unwell, with some experiencing ""disturbing hallucinations"".",https://www.bbc.com/news/articles/cp08nq8l01eo
2024-06-27,BBC,news,Australian 'swimming queen' Cate Campbell retires,One of the nation's most celebrated swimmers will hang up her goggles after failing to qualify for Paris 2024.,https://www.bbc.com/news/articles/ceqd10qej32o
2024-06-26,BBC,news,Australia turned its back on Assange. Time made him a martyr,"Julian Assange was welcomed home by the prime minister, but there was initially little sympathy for him in Australia.",https://www.bbc.com/news/articles/c3ggv6zdk1do
2024-06-26,BBC,clip news,"Assange 'needs time... to recuperate', wife tells reporters","Julian Assange is with his family in Australia, after walking free from a US court in Saipan.",https://www.bbc.com/news/videos/crggepyjyyeo
2024-06-26,BBC,clip news,He went through hell : Australians on Assange s release,He went through hell : Australians react to Julian Assange s release,https://www.bbc.com/news/videos/cgllk84l4vdo
2024-06-25,BBC,news,Australian rugby star Hayne will not face new rape trial,"Prosecutors have dropped rape charges against Jarryd Hayne having ""carefully considered"" the public interest.",https://www.bbc.com/news/articles/c0ddm41pvvro
